label,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
"['jaman', 'jokowi', 'ppn', 'uang', 'pensiun', 'beban', 'subsidi', 'pupuk', 'rang', 'iur', 'paksa', 'bpjs', 'jual', 'plastik', 'kresek', 'biji', 'perak', 'ya', 'naik', 'harga', 'bbm', 'butuh', 'duit', 'bayar', 'utang', 'salam', 'manis', 'maling', 'bebas', 'kemaren', 'muach', 'muach']","[0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216]","[5.8564846142689975, 3.167665775094675, 5.605170185988092, 5.8564846142689975, 7.1092475827643655, 5.605170185988092, 5.605170185988092, 3.5977021439333448, 5.40449949052594, 1.8362480242006185, 5.605170185988092, 6.703782474656201, 7.1092475827643655, 7.802394763324311, 3.7593434954897607, 6.41610040220442, 7.1092475827643655, 6.703782474656201, 5.029806041084529, 5.8564846142689975, 5.8564846142689975, 3.70805020110221]","[0.2546297658377825, 0.13772459891715977, 0.24370305156469962, 0.2546297658377825, 0.309097720989755, 0.24370305156469962, 0.24370305156469962, 0.15642183234492804, 0.23497823871851914, 0.07983687061741819, 0.24370305156469962, 0.2914688032459218, 0.309097720989755, 0.6784691098542879, 0.16344971719520698, 0.2789608870523661, 0.309097720989755, 0.2914688032459218, 0.21868721917758824, 0.2546297658377825, 0.2546297658377825, 0.16121957396096565]"
"['jaman', 'lingkar', 'kuasa', 'thn', 'sby', 'bbm', '', 'jaman', 'jokowi', 'naik', 'bbm', '', 'pake', 'rumus', 'tsb', 'ya', '']","[0.16666666666666666, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[3.167665775094675, 5.40449949052594, 1.8362480242006185, 5.163337433709052, 3.7593434954897607, 5.31748811353631, 4.969181419268095, 6.41610040220442, 7.1092475827643655, 3.70805020110221]","[0.5279442958491125, 0.9007499150876567, 0.15302066868338488, 0.43027811947575434, 0.3132786246241467, 0.44312400946135916, 0.41409845160567454, 0.5346750335170349, 0.5924372985636971, 0.30900418342518415]"
"['jambang', 'permai', 'desa', 'kaliwedi', 'sragen', 'desawisatanusantara', 'tppjawatimur', 'tpptrenggalek']","[0.25, 0.25, 0.25, 0.25]","[5.237445405862774, 5.722953221644475, 6.0106352940962555, 6.0106352940962555]","[1.3093613514656934, 1.4307383054111187, 1.5026588235240639, 1.5026588235240639]"
"['janagn', 'ngebet', 'komisaris', 'ya', '', 'orang', 'tau', 'tabiat', 'andapenjilat', '', 'jelekin', 'jokowi', 'jilat', '', 'hormat', 'effendi', 'simbolon', '']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[6.41610040220442, 6.19295685089021, 1.8362480242006185, 7.1092475827643655, 4.0182051294060495, 6.703782474656201, 5.40449949052594, 3.70805020110221]","[0.8020125502755525, 0.7741196063612763, 0.2295310030250773, 0.8886559478455457, 0.5022756411757562, 0.8379728093320251, 0.6755624363157425, 0.46350627513777626]"
"['janji', 'jokowi', 'kampanye', 'kali', 'harga', 'bbm', 'era', 'jokowi', 'amat', 'langgar', 'janji', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385]","[6.19295685089021, 3.167665775094675, 5.029806041084529, 3.5977021439333448, 4.969181419268095, 1.8362480242006185, 5.0943445622221, 6.19295685089021, 6.41610040220442, 4.088822696620003]","[0.4763812962223239, 0.2436665980842058, 0.3869081570065023, 0.27674631876410344, 0.7644894491181685, 0.2824996960308644, 0.3918726586324693, 0.4763812962223239, 0.49354618478495543, 0.6290496456338467]"
"['janji', 'kampanye', 'jokowi', 'pertamina', 'menglahkan', 'petronas', 'pepes', 'kosong', 'warga', 'malaysia', 'beli', 'pertamax', 'ron', 'harga', 'rp', '', 'liter', 'murah', 'banding', 'dg', 'harga', 'bbm', 'subsidi', 'pertalite', 'harga', 'rp', '', 'liter']","[0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.13636363636363635, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.09090909090909091, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0.09090909090909091, 0.045454545454545456, 0.045454545454545456]","[5.499809670330265, 3.167665775094675, 5.605170185988092, 5.40449949052594, 3.5977021439333448, 4.969181419268095, 1.8362480242006185, 6.19295685089021, 6.703782474656201, 6.41610040220442, 6.703782474656201, 6.0106352940962555, 5.605170185988092, 7.1092475827643655, 6.41610040220442, 5.8564846142689975, 5.029806041084529, 6.41610040220442]","[0.24999134865137568, 0.14398480795884888, 0.2547804629994587, 0.2456590677511791, 0.4905957469000015, 0.22587188269400432, 0.08346581928184629, 0.28149803867682777, 0.3047173852116455, 0.5832818547458564, 0.3047173852116455, 0.27321069518619345, 0.2547804629994587, 0.32314761739838027, 0.2916409273729282, 0.5324076922062725, 0.22862754732202406, 0.2916409273729282]"
"['jawa', 'kaga', 'nyali', 'tempe', 'yg', 'pasti', 'hidup', 'mrk', 'kaga', 'ahlak', 'akidah', 'malu', 'wali', 'songo', 'ceng', 'hoo', 'turun', 'dibuag', 'tumbal', 'kaga', 'hidup', 'yg', 'hidup', 'nama', 'bobrok', 'moral', 'dukun', 'besar', 'biar', 'jajah', 'atas', 'jajah', 'dunia']","[0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.1111111111111111, 0.07407407407407407, 0.037037037037037035, 0.1111111111111111, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035, 0.07407407407407407]","[6.703782474656201, 6.0106352940962555, 5.8564846142689975, 5.605170185988092, 7.1092475827643655, 4.912023005428146, 4.7578723256008875, 6.703782474656201, 6.19295685089021, 6.0106352940962555, 5.722953221644475, 5.499809670330265, 6.41610040220442, 5.31748811353631, 6.703782474656201, 6.703782474656201, 6.703782474656201, 6.703782474656201, 4.336658860524585, 7.1092475827643655, 2.666596326274049]","[0.2482882398020815, 0.222616122003565, 0.2169068375655184, 0.20759889577733673, 0.26330546602830984, 0.18192677797882023, 0.5286524806223208, 0.496576479604163, 0.22936877225519298, 0.667848366010695, 0.21196123043127682, 0.20369665445667648, 0.23763334822979332, 0.1969440042050485, 0.2482882398020815, 0.2482882398020815, 0.2482882398020815, 0.2482882398020815, 0.16061699483424388, 0.26330546602830984, 0.19752565379807768]"
"['jd', '', 'ya', '']","[0.5, 0.5]","[4.969181419268095, 3.70805020110221]","[2.4845907096340474, 1.854025100551105]"
"['jembatan', 'mangrove', 'desa', 'psar', 'banggi', 'rembang', 'desawisatanusantara', 'tppjawatimur', 'tpptrenggalek']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.237445405862774, 5.722953221644475, 7.1092475827643655, 7.1092475827643655, 6.0106352940962555, 6.0106352940962555]","[0.8729075676437956, 0.9538255369407458, 1.1848745971273942, 1.1848745971273942, 1.0017725490160425, 1.0017725490160425]"
['jembut'],[],[],[]
"['jenius', 'dok']",[1.0],[7.1092475827643655],[7.1092475827643655]
"['jerit', 'rakyat', 'presiden', 'ri', 'jokowi', '', 'tolong', 'rakyat', '']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]","[6.703782474656201, 1.8362480242006185, 3.313758393592171, 3.47166142303798, 5.237445405862774, 5.40449949052594]","[0.9576832106651715, 0.26232114631437403, 0.47339405622745295, 0.991903263725137, 0.7482064865518248, 0.77207135578942]"
"['jerit', 'warga', 'jokowi', 'kerek', 'harga', 'bbm', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285]","[3.167665775094675, 3.5977021439333448, 6.703782474656201, 1.8362480242006185, 4.088822696620003, 6.41610040220442]","[0.4525236821563821, 0.513957449133335, 0.9576832106651715, 0.26232114631437403, 1.1682350561771437, 0.9165857717434885]"
['jga'],[],[],[]
['jokowi'],[1.0],[1.8362480242006185],[1.8362480242006185]
"['jokowi', 'aku', 'bangga', 'kerja', 'sektor', 'tani', 'indonesia']","[0.25, 0.25, 0.25, 0.25]","[6.703782474656201, 3.7950615780918397, 1.8362480242006185, 4.711352309965995]","[1.6759456186640502, 0.9487653945229599, 0.4590620060501546, 1.1778380774914987]"
"['jokowi', 'alas', 'putus', 'lockdown', 'kali', 'covid', 'rebak', 'kemarin', 'untukkesejahteraannkri']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[5.605170185988092, 6.41610040220442, 1.8362480242006185, 5.0943445622221, 6.0106352940962555, 5.8564846142689975, 5.31748811353631, 6.41610040220442, 4.164808603597925]","[0.6227966873320102, 0.71290004468938, 0.20402755824451316, 0.5660382846913444, 0.667848366010695, 0.6507205126965553, 0.5908320126151455, 0.71290004468938, 0.46275651151088054]"
"['jokowi', 'alas', 'putus', 'lockdown', 'kali', 'covid', 'rebak', 'untukkesejahteraannkri']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.605170185988092, 6.41610040220442, 1.8362480242006185, 5.0943445622221, 5.8564846142689975, 5.31748811353631, 6.41610040220442, 4.164808603597925]","[0.7006462732485115, 0.8020125502755525, 0.2295310030250773, 0.6367930702777626, 0.7320605767836247, 0.6646860141920388, 0.8020125502755525, 0.5206010754497407]"
"['jokowi', 'alas', 'putus', 'lockdown', 'kali', 'covid', 'rebak', 'untukkesejahteraannkri', 'asdzx']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.605170185988092, 6.41610040220442, 1.8362480242006185, 5.0943445622221, 5.8564846142689975, 5.31748811353631, 6.41610040220442, 4.164808603597925]","[0.7006462732485115, 0.8020125502755525, 0.2295310030250773, 0.6367930702777626, 0.7320605767836247, 0.6646860141920388, 0.8020125502755525, 0.5206010754497407]"
"['jokowi', 'alas', 'putus', 'lockdown', 'kali', 'covid', 'rebak', 'untukkesejahteraannkri', 'y']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.605170185988092, 6.41610040220442, 1.8362480242006185, 5.0943445622221, 5.8564846142689975, 5.31748811353631, 6.41610040220442, 4.164808603597925]","[0.7006462732485115, 0.8020125502755525, 0.2295310030250773, 0.6367930702777626, 0.7320605767836247, 0.6646860141920388, 0.8020125502755525, 0.5206010754497407]"
"['jokowi', 'alas', 'putus', 'lockdown', 'kolaborasi', 'butuh', 'hadap', 'tantang', 'ekonomi', 'global', 'untukkesejahteraannkri']","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[5.605170185988092, 5.605170185988092, 4.85795578415787, 6.19295685089021, 4.85795578415787, 1.8362480242006185, 6.19295685089021, 5.8564846142689975, 5.31748811353631, 4.164808603597925]","[0.5605170185988092, 0.5605170185988092, 0.485795578415787, 0.6192956850890211, 0.485795578415787, 0.18362480242006185, 0.6192956850890211, 0.5856484614268997, 0.5317488113536311, 0.41648086035979254]"
"['jokowi', 'barangkali', 'taumenteri', 'yg', 'lantik', 'mesum', 'jaga', 'malu', '']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.8564846142689975, 1.8362480242006185, 5.499809670330265, 5.722953221644475, 5.8564846142689975, 2.666596326274049]","[0.9760807690448329, 0.30604133736676975, 0.9166349450550442, 0.9538255369407458, 0.9760807690448329, 0.4444327210456748]"
"['jokowi', 'blm', 'lahir', '']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.605170185988092, 1.8362480242006185, 6.703782474656201]","[1.8683900619960305, 0.6120826747335395, 2.2345941582187336]"
"['jokowi', 'bohong']","[0.5, 0.5]","[5.8564846142689975, 1.8362480242006185]","[2.9282423071344987, 0.9181240121003093]"
"['jokowi', 'cabut', 'bijak', 'naik', 'bbm', 'demo', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285]","[3.167665775094675, 5.237445405862774, 4.470190253149108, 1.8362480242006185, 4.088822696620003, 3.7593434954897607]","[0.4525236821563821, 0.7482064865518248, 0.6385986075927296, 0.26232114631437403, 1.1682350561771437, 0.5370490707842515]"
"['jokowi', 'cerita', 'sulit', 'bicara', 'putin', 'belok', 'topik', 'ketemu', 'ketemu', 'bbm', 'dinaikin', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[3.167665775094675, 5.8564846142689975, 7.1092475827643655, 1.8362480242006185, 6.41610040220442, 4.088822696620003, 5.722953221644475, 5.722953221644475, 6.703782474656201]","[0.28796961591769776, 0.5324076922062725, 0.6462952347967605, 0.16693163856369259, 1.1665637094917127, 0.7434223084763641, 0.5202684746949523, 0.5202684746949523, 0.609434770423291]"
"['jokowi', 'citra', 'rakyat', 'beliau', 'citra', 'beliau', 'berani', 'keluar', 'bijak', 'yg', 'populer', 'naik', 'harga', 'bbm', 'bukti', 'jokowi', 'benar', 'negara', 'rakyat', 'citra']","[0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.16666666666666666, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555]","[3.167665775094675, 5.722953221644475, 7.1092475827643655, 5.163337433709052, 5.237445405862774, 5.499809670330265, 6.41610040220442, 3.5977021439333448, 1.8362480242006185, 3.7593434954897607, 4.138833117194665, 3.47166142303798, 2.666596326274049]","[0.17598143194970417, 0.6358836912938305, 0.3949581990424647, 0.28685207965050286, 0.2909691892145985, 0.3055449816850147, 1.0693500670340699, 0.19987234132963025, 0.20402755824451316, 0.2088524164160978, 0.22993517317748136, 0.3857401581153311, 0.14814424034855825]"
"['jokowi', 'di-backing', 'orang', 'kayak', 'gin']","[0.25, 0.25, 0.25, 0.25]","[5.499809670330265, 1.8362480242006185, 5.029806041084529, 4.0182051294060495]","[1.3749524175825663, 0.4590620060501546, 1.2574515102711323, 1.0045512823515124]"
"['jokowi', 'diam', 'kejam', 'selesai', 'langgar', 'ham', 'papua', 'bukti', 'omong', 'kosong']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.499809670330265, 6.19295685089021, 1.8362480242006185, 6.703782474656201, 6.41610040220442, 6.19295685089021, 6.703782474656201, 6.0106352940962555]","[0.6874762087912831, 0.7741196063612763, 0.2295310030250773, 0.8379728093320251, 0.8020125502755525, 0.7741196063612763, 0.8379728093320251, 0.7513294117620319]"
"['jokowi', 'ekonomi', 'indonesia', 'stabil', 'tumbuh', 'persen', 'bansos', 'sasar']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.40449949052594, 4.85795578415787, 3.7950615780918397, 1.8362480242006185, 6.41610040220442, 5.499809670330265, 6.41610040220442, 6.19295685089021]","[0.6755624363157425, 0.6072444730197337, 0.47438269726147997, 0.2295310030250773, 0.8020125502755525, 0.6874762087912831, 0.8020125502755525, 0.7741196063612763]"
"['jokowi', 'gak', 'bilang', 'moga', 'selesai']","[0.2, 0.2, 0.2, 0.2, 0.2]","[5.31748811353631, 4.064725145040942, 1.8362480242006185, 5.029806041084529, 6.0106352940962555]","[1.0634976227072621, 0.8129450290081884, 0.3672496048401237, 1.0059612082169058, 1.2021270588192512]"
"['jokowi', 'ganti', 'tum', 'urus', 'internal', 'ppp']","[0.25, 0.25, 0.25, 0.25]","[5.0943445622221, 1.8362480242006185, 6.703782474656201, 5.8564846142689975]","[1.273586140555525, 0.4590620060501546, 1.6759456186640502, 1.4641211535672494]"
"['jokowi', 'gimana', 'sh', 'kayak', 'gada', 'orang', 'laen', 'yg', 'capable', 'aja', 'menteri', 'dah']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[3.8134107167600364, 5.8564846142689975, 5.40449949052594, 1.8362480242006185, 5.029806041084529, 4.435098933337837, 4.0182051294060495, 2.666596326274049]","[0.47667633959500455, 0.7320605767836247, 0.6755624363157425, 0.2295310030250773, 0.6287257551355662, 0.5543873666672297, 0.5022756411757562, 0.3333245407842561]"
"['jokowi', 'indonesia']","[0.5, 0.5]","[3.7950615780918397, 1.8362480242006185]","[1.8975307890459199, 0.9181240121003093]"
"['jokowi', 'jadwal', 'kunjung', 'tim', 'september', 'agenda']","[0.2, 0.2, 0.2, 0.2, 0.2]","[7.1092475827643655, 1.8362480242006185, 6.41610040220442, 6.41610040220442, 6.0106352940962555]","[1.4218495165528733, 0.3672496048401237, 1.2832200804408842, 1.2832200804408842, 1.2021270588192512]"
"['jokowi', 'janji', 'pimpin', 'jakarta', 'tolakjokowinyapres']","[0.25, 0.25, 0.25, 0.25]","[5.8564846142689975, 4.969181419268095, 1.8362480242006185, 5.029806041084529]","[1.4641211535672494, 1.2422953548170237, 0.4590620060501546, 1.2574515102711323]"
"['jokowi', 'liat', 'video', 'langsung', '']","[0.25, 0.25, 0.25, 0.25]","[1.8362480242006185, 5.499809670330265, 5.40449949052594, 7.1092475827643655]","[0.4590620060501546, 1.3749524175825663, 1.351124872631485, 1.7773118956910914]"
"['jokowi', '', 'lihat', 'langsung', '', '', '', '']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.8362480242006185, 5.499809670330265, 5.8564846142689975]","[0.6120826747335395, 1.8332698901100883, 1.9521615380896657]"
"['jokowi', 'main', 'angkat', 'pikir', 'dlu', 'dengkul']","[0.2, 0.2, 0.2, 0.2, 0.2]","[6.0106352940962555, 6.19295685089021, 1.8362480242006185, 5.499809670330265, 4.969181419268095]","[1.2021270588192512, 1.2385913701780422, 0.3672496048401237, 1.0999619340660531, 0.993836283853619]"
"['jokowi', 'masuk', 'ikn', 'daftar', 'proyek', 'strategis', 'rampung', 'bansos', 'sasar']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[5.40449949052594, 5.605170185988092, 1.8362480242006185, 5.8564846142689975, 5.605170185988092, 5.499809670330265, 6.41610040220442]","[0.77207135578942, 0.8007385979982988, 0.26232114631437403, 0.8366406591812853, 0.8007385979982988, 0.7856870957614663, 0.9165857717434885]"
"['jokowi', 'menilaiii', 'perang', 'antaraaa', 'rusia', 'ukraina', 'untukkesejahteraannkri']","[0.2, 0.2, 0.2, 0.2, 0.2]","[1.8362480242006185, 4.85795578415787, 4.80666248977032, 4.912023005428146, 4.164808603597925]","[0.3672496048401237, 0.971591156831574, 0.961332497954064, 0.9824046010856293, 0.8329617207195851]"
"['jokowi', 'mundur', 'korban', 'nasib', 'bangsa', 'satu', 'selamat', 'bangsa', 'mosi', 'percaya', '', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul', '']","[0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[5.605170185988092, 1.8362480242006185, 7.1092475827643655, 4.088822696620003, 7.1092475827643655, 5.0943445622221, 5.237445405862774, 6.19295685089021, 5.163337433709052]","[1.019121851997835, 0.16693163856369259, 0.6462952347967605, 0.7434223084763641, 0.6462952347967605, 0.4631222329292819, 0.4761314005329794, 0.5629960773536555, 0.46939431215536837]"
"['jokowi', 'mundur', 'lompat', 'dr', 'monas']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.0943445622221, 1.8362480242006185, 5.0943445622221]","[1.6981148540740334, 0.6120826747335395, 1.6981148540740334]"
