,final,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
58,plizzz reply twit,"[0.5, 0.5]","[5.4238481295272205, 7.215607598755275]","[2.7119240647636103, 3.6078037993776375]"
59,malam tolong like lomba gambar dongg kabarin terima kasi https tco,"[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[6.116995310087166, 7.215607598755275, 2.2992829841302607, 7.215607598755275, 6.116995310087166, 5.51085950651685, 6.52246041819533, 6.29931686688112, 2.2992829841302607, 5.6061696863211745, 4.412247217848741]","[0.5560904827351969, 0.6559643271595704, 0.2090257258300237, 0.6559643271595704, 0.5560904827351969, 0.5009872278651681, 0.5929509471086664, 0.5726651697164654, 0.2090257258300237, 0.5096517896655613, 0.4011133834407946]"
60,jeda step an skincare tuh,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.829313237635384, 6.29931686688112, 4.541458949328746]","[1.943104412545128, 2.099772288960373, 1.5138196497762486]"
61,ges no salty kalo keliling ui tuh jalan kaki sender penasaran,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.829313237635384, 6.116995310087166, 6.52246041819533, 3.2547944291576973, 5.711530201979001, 5.711530201979001, 3.4428466606606367, 4.541458949328746]","[0.728664154704423, 0.7646244137608957, 0.8153075522744162, 0.40684930364471217, 0.7139412752473752, 0.7139412752473752, 0.4303558325825796, 0.5676823686660932]"
62,bantu pilihin dong mending ngecat kamar pasang wallpaper segi budget keriwehan thank,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.864232341591798, 6.52246041819533, 6.810142490647111, 4.864232341591798, 6.810142490647111, 5.6061696863211745, 7.215607598755275]","[0.694890334513114, 0.9317800597421899, 0.972877498663873, 0.694890334513114, 0.972877498663873, 0.8008813837601677, 1.0308010855364678]"
63,bang sen bubur ayam gak pake bubur,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.116995310087166, 3.689247074139114, 3.9769291465908947]","[2.0389984366957217, 1.2297490247130378, 1.3256430488636315]"
64,tanggap gimana umur mama titip https tco,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[3.749871695955549, 2.2992829841302607, 6.52246041819533, 6.52246041819533, 2.2992829841302607, 4.773260563386071, 5.829313237635384]","[0.5356959565650784, 0.32846899773289434, 0.9317800597421899, 0.9317800597421899, 0.32846899773289434, 0.68189436619801, 0.832759033947912]"
65,saran topik waktu call an crush donggg,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.829313237635384, 4.507557397653065, 5.962844630259907, 4.03755376840733, 7.215607598755275, 5.4238481295272205]","[0.971552206272564, 0.7512595662755108, 0.9938074383766511, 0.6729256280678882, 1.2026012664592125, 0.9039746882545368]"
66,nanya kalo ngetweet rant nyambat gitu suka mutual reply dibales ga trus kalo ngereply bales jujur kaya gapapa bingung ga harap sambat reply moots ga kalo ga dibales,"[0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.17391304347826086, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.13043478260869565, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216]","[6.29931686688112, 4.730700948967275, 6.52246041819533, 2.7326050467413916, 5.829313237635384, 3.8657035114806706, 6.29931686688112, 5.711530201979001, 3.2547944291576973, 4.817712325956904, 6.52246041819533, 5.269697449699962, 5.962844630259907, 5.4238481295272205, 4.2978368666709965, 5.6061696863211745]","[0.27388334203830955, 0.2056826499550989, 0.5671704711474199, 0.4752356603028507, 0.25344840163632104, 0.1680740657165509, 0.27388334203830955, 0.24832740008604354, 0.4245384038031779, 0.2094657533024741, 0.28358523557370996, 0.22911728042173746, 0.2592541143591264, 0.47163896778497566, 0.18686247246395638, 0.24374650810092063]"
67,kucing kalo tidur ndusel ndusel kaya ngendus ngendus sih normal kah,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[5.6061696863211745, 3.2547944291576973, 4.817712325956904, 5.269697449699962, 7.215607598755275, 6.810142490647111, 4.124565145396959, 4.730700948967275]","[0.622907742924575, 0.36164382546196633, 0.5353013695507671, 0.5855219388555513, 1.60346835527895, 0.7566824989607901, 0.45828501615521766, 0.5256334387741417]"
68,foto aesthetic wallpaper ga bingung pake wallpaper makasih,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857]","[4.730700948967275, 5.269697449699962, 2.7326050467413916, 4.689878954447019, 3.9769291465908947, 7.215607598755275]","[0.6758144212810393, 0.7528139213857088, 0.3903721495344845, 0.6699827077781456, 0.5681327352272706, 2.0616021710729355]"
69,butuh responden kuesioner tesis kriteria mahasiswa ikut demo aksi turun jalan min sedia rep like dm reward untung,"[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[5.51085950651685, 4.864232341591798, 6.29931686688112, 6.116995310087166, 5.51085950651685, 7.215607598755275, 6.52246041819533, 6.810142490647111, 6.116995310087166, 5.962844630259907, 7.215607598755275]","[0.5009872278651681, 0.4422029401447089, 0.5726651697164654, 0.5560904827351969, 0.5009872278651681, 0.6559643271595704, 0.5929509471086664, 0.6191038627861011, 0.5560904827351969, 0.5420767845690825, 0.6559643271595704]"
70,wkakakak adek gue nnti sma mw sekolah mana mana aja lapang luas,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[6.810142490647111, 3.883403088580071, 4.38239425469906, 6.116995310087166, 6.52246041819533, 5.962844630259907, 5.200704578213011, 6.116995310087166]","[0.7566824989607901, 0.43148923206445233, 0.48693269496656216, 1.3593322911304813, 0.7247178242439255, 0.6625382922511007, 0.5778560642458901, 0.6796661455652406]"
71,telor ayam tp ga kaya ayam,"[0.4, 0.2, 0.2, 0.2]","[6.116995310087166, 2.7326050467413916, 4.817712325956904, 4.1475546636216585]","[2.4467981240348666, 0.5465210093482783, 0.9635424651913809, 0.8295109327243317]"
72,your dream job,"[0.5, 0.5]","[7.215607598755275, 5.269697449699962]","[3.6078037993776375, 2.634848724849981]"
73,ayooo mutualan ig lupa fb yaaa,"[0.25, 0.25, 0.25, 0.25]","[4.507557397653065, 5.51085950651685, 5.343805421853684, 5.711530201979001]","[1.1268893494132664, 1.3777148766292124, 1.335951355463421, 1.4278825504947503]"
74,rant unlabeled acc temenan yuk,"[0.2, 0.2, 0.2, 0.2, 0.2]","[5.829313237635384, 5.962844630259907, 5.829313237635384, 6.116995310087166, 5.51085950651685]","[1.1658626475270768, 1.1925689260519814, 1.1658626475270768, 1.2233990620174333, 1.10217190130337]"
75,helppp blitz kamera hp sender gak nyala aaa kalo senter mah nyala udah coba hapus data kamera tp ttep gabisa gimana yah ni samsung btw https tco agt,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[6.810142490647111, 5.200704578213011, 4.91302250576123, 6.29931686688112, 5.343805421853684, 3.689247074139114, 3.749871695955549, 5.829313237635384, 5.13616605707544, 2.2992829841302607, 3.2547944291576973, 7.90875477931522, 6.52246041819533, 6.116995310087166, 3.4428466606606367, 2.2992829841302607, 4.1475546636216585, 3.5780214390288894, 5.711530201979001]","[0.3405071245323556, 0.26003522891065056, 0.24565112528806152, 0.31496584334405603, 0.26719027109268423, 0.1844623537069557, 0.18749358479777745, 0.2914656618817692, 0.256808302853772, 0.11496414920651304, 0.16273972145788487, 0.7908754779315221, 0.3261230209097665, 0.30584976550435833, 0.17214233303303184, 0.11496414920651304, 0.20737773318108293, 0.17890107195144447, 0.2855765100989501]"
76,kau patah hati jiwa haluuu ku,"[0.5, 0.5]","[5.6061696863211745, 4.96431580014878]","[2.8030848431605873, 2.48215790007439]"
77,mutualan ig yuk gais bikin akun drop linknya yaa,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[4.96431580014878, 4.817712325956904, 5.343805421853684, 4.650658241293739, 4.507557397653065, 6.52246041819533, 5.343805421853684, 4.245193133185574, 5.51085950651685]","[0.5515906444609755, 0.5353013695507671, 0.5937561579837426, 0.5167398045881931, 0.5008397108503406, 0.7247178242439255, 0.5937561579837426, 0.4716881259095082, 0.6123177229463166]"
78,tolong bantu like komen video tugas diyoutube terimakasih dm hehe,"[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[4.864232341591798, 4.864232341591798, 5.962844630259907, 6.116995310087166, 5.51085950651685, 7.215607598755275, 4.412247217848741, 5.13616605707544, 6.52246041819533]","[0.5404702601768664, 0.5404702601768664, 0.6625382922511007, 0.6796661455652406, 0.6123177229463166, 0.801734177639475, 0.49024969087208226, 0.5706851174528266, 0.7247178242439255]"
79,awokwokwokwokwok stress https tco,"[0.5, 0.5]","[2.2992829841302607, 2.2992829841302607]","[1.1496414920651303, 1.1496414920651303]"
80,tau ngga font makasihh https tco hyzqdzyrhb,"[0.25, 0.25, 0.25, 0.25]","[2.2992829841302607, 4.730700948967275, 4.1475546636216585, 2.2992829841302607]","[0.5748207460325652, 1.1826752372418188, 1.0368886659054146, 0.5748207460325652]"
81,cw guys tolong baca maaf salty ya yg paham jelas https tco,"[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[5.6061696863211745, 5.13616605707544, 3.303584593327129, 2.2992829841302607, 7.215607598755275, 5.4238481295272205, 6.52246041819533, 5.711530201979001, 2.2992829841302607, 4.412247217848741, 6.116995310087166, 2.8525089739669127]","[0.4671808071934312, 0.42801383808961996, 0.2752987161105941, 0.1916069153441884, 0.6013006332296063, 0.4519873441272684, 0.5435383681829441, 0.47596085016491674, 0.1916069153441884, 0.3676872681540617, 0.5097496091739304, 0.23770908116390937]"
82,akun dump account ig mari rapat yuk mutualan tp follback yh https tco,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[4.96431580014878, 6.810142490647111, 6.52246041819533, 2.2992829841302607, 4.507557397653065, 5.343805421853684, 2.2992829841302607, 4.1475546636216585, 5.51085950651685, 5.51085950651685]","[0.496431580014878, 0.6810142490647112, 0.652246041819533, 0.2299282984130261, 0.4507557397653066, 0.5343805421853685, 0.2299282984130261, 0.41475546636216587, 0.551085950651685, 0.551085950651685]"
83,nungguin temen gua pinggir jalan abang ojol renti gua trs ngasih duit bego gua terima mlongo ga ngerti yaaallah random banget https tco,"[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.2, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]","[3.81441021709312, 5.962844630259907, 2.7326050467413916, 6.52246041819533, 2.2992829841302607, 6.116995310087166, 5.711530201979001, 6.810142490647111, 5.829313237635384, 2.2992829841302607, 4.1475546636216585, 5.6061696863211745, 4.864232341591798]","[0.25429401447287464, 0.39752297535066045, 0.18217366978275945, 1.304492083639066, 0.15328553227535072, 0.4077996873391444, 0.38076868013193343, 0.45400949937647406, 0.3886208825090256, 0.15328553227535072, 0.2765036442414439, 0.373744645754745, 0.3242821561061199]"
84,how was your day guys did you go outside today if yes were the skies looked pretty too bad mine was just grey and dark because of the rain but what about tomorrow maybe the rain will eventually stop and the skies can be back to their beautiful color cont,"[0.030303030303030304, 0.06060606060606061, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.12121212121212122, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304]","[6.52246041819533, 5.075541435259004, 6.52246041819533, 5.4238481295272205, 6.116995310087166, 4.2978368666709965, 5.962844630259907, 6.52246041819533, 3.303584593327129, 5.829313237635384, 6.52246041819533, 6.810142490647111, 6.810142490647111, 5.829313237635384, 6.810142490647111, 7.215607598755275, 5.51085950651685, 7.215607598755275, 4.773260563386071, 6.116995310087166, 7.215607598755275, 6.29931686688112, 6.52246041819533, 6.29931686688112, 7.215607598755275, 7.215607598755275, 4.730700948967275, 5.269697449699962]","[0.1976503157028888, 0.3076085718338791, 0.1976503157028888, 0.16435903422809758, 0.18536349424506565, 0.13023748080821201, 0.18069226152302748, 0.1976503157028888, 0.10010862404021603, 0.17664585568592073, 0.1976503157028888, 0.2063679542620337, 0.2063679542620337, 0.17664585568592073, 0.2063679542620337, 0.21865477571985684, 0.6679829704868909, 0.21865477571985684, 0.1446442594965476, 0.18536349424506565, 0.21865477571985684, 0.19088838990548848, 0.3953006314057776, 0.19088838990548848, 0.21865477571985684, 0.21865477571985684, 0.14335457421112954, 0.15968780150605943]"
85,wait to see them and think you should too want you need you to be alive to see how pretty they are love,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.1, 0.05, 0.05, 0.05, 0.15, 0.05, 0.05, 0.15]","[5.075541435259004, 6.52246041819533, 5.4238481295272205, 5.829313237635384, 5.343805421853684, 6.52246041819533, 6.810142490647111, 6.810142490647111, 7.215607598755275, 7.215607598755275, 6.810142490647111, 4.773260563386071, 6.29931686688112, 6.29931686688112, 4.730700948967275]","[0.2537770717629502, 0.3261230209097665, 0.27119240647636106, 0.2914656618817692, 0.26719027109268423, 0.3261230209097665, 0.3405071245323556, 0.6810142490647112, 0.3607803799377638, 0.3607803799377638, 0.3405071245323556, 0.7159890845079105, 0.31496584334405603, 0.31496584334405603, 0.7096051423450912]"
86,titip kenapa bapak tuh kl ngomel aura bener takut bkin mewek sbenernya beliau ga marah beneran tp kl ngomel kyk jg kita aja no hard feelings gitu ortu gin gaksi,"[0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[3.883403088580071, 5.4238481295272205, 5.829313237635384, 2.7326050467413916, 4.245193133185574, 3.8657035114806706, 7.215607598755275, 5.962844630259907, 6.29931686688112, 6.52246041819533, 6.29931686688112, 5.711530201979001, 5.829313237635384, 4.474767574830074, 4.773260563386071, 4.1475546636216585, 4.541458949328746]","[0.21574461603222617, 0.3013248960848456, 0.323850735424188, 0.15181139148563286, 0.2358440629547541, 0.21476130619337058, 0.4008670888197375, 0.33126914612555036, 0.6999240963201244, 0.36235891212196275, 0.3499620481600622, 0.3173072334432778, 0.323850735424188, 0.24859819860167076, 0.26518114241033724, 0.23041970353453656, 0.2523032749627081]"
87,gak garam nanya liat yt pl prem an luar an bawah gitu yaa aman ga yaa tia,"[0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693]","[5.51085950651685, 5.829313237635384, 6.810142490647111, 2.7326050467413916, 3.689247074139114, 3.8657035114806706, 4.612917913310891, 5.269697449699962, 5.200704578213011, 4.245193133185574, 6.52246041819533]","[0.4239122697320654, 0.8968174211746746, 0.5238571146651624, 0.21020038821087628, 0.28378823647223955, 0.2973618085754362, 0.3548398394854532, 0.40536134228461246, 0.4000541983240778, 0.6531066358747037, 0.5017277244765639]"
88,udh expired dipake btw udh remove all payment https tco osvqfpuil,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.25]","[5.962844630259907, 5.200704578213011, 6.29931686688112, 2.2992829841302607, 7.215607598755275, 2.2992829841302607, 5.018383021419056]","[0.7453555787824884, 0.6500880722766263, 0.78741460836014, 0.2874103730162826, 0.9019509498444094, 0.2874103730162826, 1.254595755354764]"
